case_id,len,height,thk,force
0137,11.104248,0.915607,0.112694,1310.297
0138,8.563021,0.910395,0.113348,792.287
0139,9.638411,0.947289,0.090360,1977.748
0140,10.508405,1.125926,0.119947,935.200
0141,10.291166,0.950369,0.106742,671.572
0142,9.642335,0.801794,0.114074,1068.183
0143,9.832571,0.825743,0.106954,1003.904
0144,9.570961,1.159083,0.092227,1365.035
0145,11.781048,1.106807,0.114616,1057.963
0146,10.171256,1.187472,0.106052,1888.373
0147,9.706276,1.054633,0.085318,1431.485
0148,9.879592,1.084835,0.099120,1625.581
0149,10.189056,1.005604,0.081499,1236.257
0150,9.498784,1.141043,0.103101,1907.463
0151,9.475991,1.171964,0.082472,1508.661
0152,11.855099,1.040586,0.091115,1606.776
0153,11.186256,0.970624,0.084314,899.853
0154,11.288961,0.877434,0.097378,1664.514
0155,11.077070,0.862453,0.111363,537.830
0156,9.454967,0.837324,0.097445,1246.975
0157,11.449063,0.978968,0.085884,1895.095
0158,9.512825,0.987883,0.111753,1523.282
0159,10.079011,0.869031,0.118651,1970.773
0160,9.156478,0.871161,0.082665,1028.891
0161,8.296327,1.097216,0.113501,892.385
0162,8.832076,0.881831,0.102949,1774.003
0163,8.480504,1.059366,0.080701,1449.094
0164,10.979048,0.904101,0.081123,1269.828
0165,8.160236,0.907253,0.113695,769.086
0166,8.945055,0.984359,0.086790,1766.035
0167,8.895281,1.057466,0.088319,700.128
0168,10.718464,0.977007,0.108237,561.505
0169,9.381936,1.169491,0.086904,1098.203
0170,11.640885,1.046988,0.095508,865.084
0171,11.570899,1.019262,0.116634,1753.063
0172,10.096701,0.857867,0.100683,641.338
0173,9.857469,1.093662,0.095828,660.322
0174,8.786654,1.145937,0.098427,526.651
0175,8.261185,0.878797,0.110067,1118.347
0176,8.547108,0.806890,0.089633,1472.325
0177,9.721135,1.006867,0.118987,1151.872
0178,9.598389,1.013917,0.110960,1153.437
0179,9.540667,1.042895,0.106241,629.753
0180,11.345460,1.063262,0.100031,1380.423
0181,8.120714,0.960296,0.080155,1850.760
0182,8.980422,0.834430,0.087214,1490.506
0183,11.017030,0.937768,0.094253,1054.976
0184,10.980373,0.823484,0.084806,715.647
0185,8.537456,0.873846,0.109383,1620.658
0186,8.666801,0.920506,0.083534,1188.431
0187,8.012502,1.104557,0.112127,830.849
0188,9.695382,1.080030,0.096515,568.658
0189,8.403849,0.917786,0.104274,1881.059
0190,10.825393,1.157467,0.094425,1698.968
0191,11.888758,1.022909,0.081966,773.225
0192,11.941853,0.809585,0.108563,1989.264
0193,9.062254,1.017116,0.108734,856.753
0194,10.544027,0.931526,0.112861,1393.876
0195,10.630493,1.123450,0.092916,517.088
0196,11.022644,0.983072,0.110601,962.468
0197,10.427051,0.847095,0.084664,1946.886
0198,10.154409,1.028792,0.095276,949.586
0199,11.690481,1.174325,0.093955,744.300
0200,10.348946,0.864692,0.110261,1498.967
