case_id,len,height,thk,force
0109,13.133101,0.653132,0.132310,1306.502333
0110,10.358238,0.794546,0.095837,965.274998
0111,12.665454,1.274371,0.043375,1259.741009
0112,9.984868,0.563225,0.060315,1610.701233
0113,10.766147,1.343804,0.136581,1215.058090
0114,13.820641,1.103846,0.121466,802.419279
0115,8.919892,0.918351,0.113090,978.132597
0116,6.346910,0.315019,0.119548,886.325485
0117,6.554198,0.457998,0.096974,1694.602659
0118,7.480859,0.900142,0.035937,1221.098494
0119,11.994786,1.331984,0.088868,1509.792886
0120,10.045700,1.345927,0.074629,1617.952329
0121,7.292620,1.250195,0.120803,1624.818476
0122,6.404376,0.878336,0.091932,789.915229
0123,9.480458,0.311410,0.105181,1598.417248
0124,12.284479,0.589149,0.107695,991.236663
0125,13.866044,1.047466,0.058337,1328.346743
0126,10.430719,0.213295,0.030698,1474.397211
0127,12.712462,1.238414,0.101091,1742.349949
0128,6.734739,1.243513,0.072866,636.630897
0129,11.572637,0.246056,0.065137,1311.026795
0130,11.267289,0.388758,0.118768,1099.554501
0131,11.617306,0.608959,0.023932,649.288937
0132,13.988666,1.199030,0.033964,1195.439119
0133,11.107640,0.896137,0.117006,625.813993
0134,9.799940,0.696684,0.042087,1463.701580
0135,10.909146,0.836539,0.075118,1416.702359
0136,8.385861,1.207124,0.085199,1786.662334
0137,11.656032,0.566054,0.035195,1009.497154
0138,12.373143,0.355321,0.077396,1321.518862
0139,7.258341,1.391671,0.081739,1206.228126
0140,6.988898,0.795669,0.125330,726.863319
0141,7.181357,0.329015,0.053925,1050.979215
0142,12.828088,0.206113,0.106140,1429.671230
0143,10.135132,0.376674,0.134564,1476.581373
0144,8.056714,1.128940,0.055056,941.253119
0145,7.593167,0.873674,0.081016,1148.755761
0146,6.288303,0.821017,0.100046,767.362042
0147,11.261780,0.930964,0.083074,1424.675409
0148,9.689467,1.083576,0.022542,1766.038551
0149,6.090040,1.262270,0.111975,1114.952007
0150,9.162161,1.052047,0.122657,1607.704051
0151,13.746213,1.037600,0.133711,1440.978391
0152,13.065151,0.304462,0.068185,706.103063
0153,7.516404,0.201129,0.070255,1406.623999
0154,11.162077,1.028380,0.055905,1159.872795
0155,6.867959,0.293822,0.041444,839.914755
0156,8.952294,0.500726,0.078843,974.511174
0157,6.589486,1.284187,0.063007,1202.820125
0158,10.184220,0.488978,0.087162,931.153614
0159,11.167703,0.337461,0.059054,1719.113154
0160,8.490933,0.527345,0.040923,1591.428646
0161,7.749675,0.662731,0.132992,1512.948437
0162,8.820856,0.420367,0.130308,1086.825815
0163,7.841642,1.318982,0.101601,890.701611
0164,10.547972,0.390630,0.044515,851.299421
0165,11.468364,1.211655,0.080348,661.518909
0166,10.645938,0.787059,0.044340,1070.230536
0167,6.169012,1.377182,0.043914,1467.663726
0168,12.786143,1.146614,0.118091,503.910038
0169,7.807813,0.982698,0.124280,1360.122771
0170,12.580922,1.290558,0.062916,621.710385
0171,7.037808,0.340146,0.056581,1531.502991
0172,13.156487,0.943030,0.090881,1251.564532
0173,12.348815,0.715979,0.026640,807.963063
0174,11.856980,0.224206,0.045676,1032.243506
0175,13.349983,0.590746,0.048552,1231.412896
0176,11.559224,0.362076,0.090109,1080.091898
0177,7.658557,0.807863,0.098845,1797.724187
0178,9.443214,1.268734,0.057936,1139.194442
0179,10.622650,0.678191,0.105579,1779.919325
0180,13.900488,0.452232,0.131111,559.579948
0181,11.870150,0.669880,0.092077,1185.906745
0182,7.543875,0.950540,0.114684,898.576183
0183,12.118117,0.854889,0.138378,1631.271920
0184,11.735104,1.105097,0.111234,546.268648
0185,13.239070,0.843877,0.020466,915.895828
0186,10.947741,1.066278,0.106926,1297.922355
0187,12.427762,0.889794,0.050463,1353.998414
0188,6.808178,1.164892,0.054435,1395.227699
0189,11.523848,0.970374,0.063631,986.394177
0190,7.926916,1.139322,0.128467,1007.862677
0191,8.209533,0.366848,0.089395,748.305815
0192,10.108713,1.246648,0.028509,542.280811
0193,9.168274,0.320572,0.088449,852.321545
0194,12.474459,0.492230,0.021283,966.079965
0195,9.597437,0.693213,0.025696,526.583030
0196,13.727603,0.937142,0.097812,644.719678
0197,9.653059,0.722560,0.127110,600.686233
0198,12.973673,1.165169,0.078038,508.200791
0199,7.147491,1.320204,0.079200,911.032111
0200,8.797680,0.804277,0.103973,1403.869188
0201,6.462153,0.670310,0.125805,773.760846
0202,6.628276,1.091331,0.024700,903.558444
0203,10.670588,0.436294,0.133432,1368.629558
0204,8.327693,0.282445,0.085611,1227.859389
0205,9.629455,0.911264,0.037159,1287.872733
0206,6.945435,0.629635,0.057042,1276.902727
0207,12.885289,0.995987,0.112689,1117.888174
0208,8.466510,0.907799,0.060509,1564.066080
0209,6.504350,1.115110,0.093197,630.350951
0210,6.650709,1.042634,0.129385,688.367308
0211,6.498363,0.761059,0.066865,938.397292
0212,12.624752,0.731076,0.053032,1724.767226
0213,8.685541,0.713786,0.139119,1553.028121
0214,10.824088,0.256821,0.054821,1282.990049
0215,9.830343,0.432763,0.137785,779.851577
0216,6.866457,0.402746,0.082155,1025.416900
0217,12.859001,0.530174,0.033356,1150.385892
0218,12.679582,0.622100,0.064704,1456.072338
0219,6.331551,1.336512,0.029250,1704.484892
0220,10.886380,1.367801,0.047945,1091.001276
0221,12.509807,0.991747,0.037587,1015.683895
0222,13.458439,0.781976,0.086697,1666.209799
0223,10.512870,0.773120,0.077601,996.016372
0224,13.229573,1.194797,0.056426,823.213282
0225,9.408110,0.647820,0.026259,811.768762
0226,6.925571,1.096853,0.123434,858.914498
0227,12.098227,1.153358,0.038846,1698.325521
0228,9.712108,0.956697,0.076360,1382.832447
0229,10.568737,0.475140,0.041948,842.308582
0230,11.912522,1.113397,0.135682,1388.103417
0231,8.114497,1.230051,0.108035,1415.045083
0232,11.228834,0.737360,0.091055,1755.912779
0233,7.362026,1.305479,0.046108,1265.758745
0234,9.265240,1.220707,0.123952,743.080508
0235,6.790862,0.230878,0.092802,581.070543
0236,12.537922,0.814306,0.032468,675.565947
0237,12.058847,1.187742,0.089957,1244.238443
0238,13.562862,0.446066,0.029702,607.305483
0239,7.327277,0.882717,0.059746,1761.224453
0240,13.185941,0.964402,0.100643,1192.039840
